Investigator,Maddy,Time (s),Electrode,Amplitude (mV)
,,00232.247600,A3_43,0.049
,,00232.248160,A3_24,0.02
,,00232.248560,A3_44,0.034
,,00232.249200,A3_13,0.015
,,00232.249600,A3_22,0.016
,,00232.249920,A3_11,0.022
,,00232.249920,A3_43,0.026
,,00232.250640,A3_12,0.015
,,00232.250720,A3_31,0.011
,,00232.251120,A3_14,0.017
,,00232.251600,A3_21,0.019
,,00232.254320,B6_33,0.095
,,00232.255280,A3_22,0.016
,,00232.255360,A3_21,0.013
,,00232.256960,A3_44,0.012
,,00232.257200,B6_34,0.379
,,00232.259760,B6_33,0.015
,,00232.260880,B6_34,0.051
,,00232.263120,B6_33,0.025
,,00232.264560,B6_34,0.018
,,00232.316560,C2_14,0.03
,,00232.408160,B6_43,0.025
,,00232.413040,B6_33,0.03
,,00232.417600,B6_33,0.102
,,00232.423840,C2_11,0.124
,,00232.439120,B6_14,0.35
,,00232.442800,B6_14,0.046
,,00232.452720,B6_14,0.028
,,00232.503920,B6_44,0.024
,,00232.504480,B5_14,0.023
,,00232.566160,B6_43,0.022
,,00232.572240,B6_33,0.031
,,00232.592320,D1_24,0.014
,,00232.592560,B6_33,0.02
,,00232.604640,B6_14,0.033
,,00232.612320,B4_34,0.013
,,00232.614480,B4_43,0.029
,,00232.617360,B4_34,0.034
,,00232.618320,B4_43,0.016
,,00232.618640,B4_44,0.019
,,00232.619920,B4_34,0.024
,,00232.621440,B4_43,0.052
,,00232.622240,B4_34,0.126
,,00232.623360,B4_33,0.011
,,00232.624000,B4_42,0.014
,,00232.624080,B4_43,0.025
,,00232.624880,B4_44,0.015
,,00232.625600,B4_24,0.038
,,00232.625680,B4_21,0.015
,,00232.626000,B4_34,0.02
,,00232.626160,B4_33,0.015
,,00232.626320,B4_43,0.043
,,00232.626720,A6_22,0.033
,,00232.628240,B4_24,0.02
,,00232.630480,B4_24,0.022
,,00232.631520,B4_43,0.019
,,00232.634080,B4_24,0.017
,,00232.714480,B6_14,0.024
,,00232.727200,B6_43,0.019
,,00232.732160,B6_33,0.03
,,00232.746240,D1_21,0.343
,,00232.746320,D1_31,0.046
,,00232.748640,D1_21,0.013
,,00232.757040,B6_44,0.072
,,00232.760160,B6_44,0.012
,,00232.763520,B6_44,0.025
,,00232.765920,B6_44,0.021
,,00232.800160,D4_14,0.024
,,00232.808960,C2_11,0.126
,,00232.816080,A6_22,0.031
,,00232.828640,C2_11,0.028
,,00232.830640,C2_12,0.065
,,00232.831120,C2_14,0.028
,,00232.833600,C2_12,0.027
,,00232.834000,C2_14,0.031
,,00232.835920,C2_12,0.09
,,00232.836880,C2_11,0.029
,,00232.838000,C2_34,0.054
,,00232.843280,B6_14,0.093
,,00232.843760,C2_12,0.027
,,00232.845600,B6_14,0.015
,,00232.846080,C2_12,0.012
,,00232.848320,C2_11,0.132
,,00232.849600,B6_14,0.034
,,00232.850640,C2_11,0.01
,,00232.851600,C2_12,0.014
,,00232.882160,B3_14,0.022
,,00232.884960,B3_14,0.009
,,00232.905360,B6_33,0.105
,,00232.908000,B6_33,0.024
,,00232.909120,B6_14,0.343
,,00232.910560,B6_33,0.04
,,00232.911360,B6_34,0.392
,,00232.912880,B6_14,0.046
,,00232.912880,B6_33,0.019
,,00232.914080,B6_34,0.039
,,00232.921440,B6_33,0.014
,,00232.922800,B6_14,0.025
,,00232.991840,B6_43,0.021
,,00232.995200,A6_22,0.034
,,00232.996880,B6_33,0.028
,,00233.004000,D1_24,0.007
,,00233.005520,D1_34,0.016
,,00233.077120,B6_14,0.041
,,00233.094560,B6_43,0.024
,,00233.105200,B6_33,0.031
,,00233.142560,B6_44,0.022
,,00233.160880,D1_21,0.013
,,00233.171840,A6_22,0.027
,,00233.255280,B6_43,0.024
,,00233.260960,B6_33,0.025
,,00233.270800,D1_31,0.054
,,00233.271040,D1_21,0.344
,,00233.272800,B6_14,0.349
,,00233.273600,D1_21,0.016
,,00233.275040,B6_14,0.076
,,00233.279040,B6_14,0.035
,,00233.279200,B1_33,0.022
,,00233.315440,B6_14,0.035
,,00233.322320,B6_44,0.072
,,00233.326320,B6_44,0.026
,,00233.363360,A6_22,0.029
,,00233.375600,D1_33,0.02
,,00233.395520,D1_21,0.018
,,00233.418400,B6_33,0.039
,,00233.422320,B6_34,0.302
,,00233.424400,B6_33,0.02
,,00233.425280,B6_34,0.036
,,00233.426320,B6_23,0.048
,,00233.430480,B6_23,0.076
,,00233.431440,B6_33,0.061
,,00233.434640,B6_34,0.172
,,00233.435120,B6_33,0.009
,,00233.460400,B6_14,0.03
,,00233.480400,B6_33,0.027
,,00233.482720,B6_44,0.015
,,00233.549520,A6_22,0.03
,,00233.589520,B6_43,0.022
,,00233.601520,B6_14,0.369
,,00233.603920,B6_14,0.096
,,00233.613680,B6_33,0.032
,,00233.665600,B5_14,0.022
,,00233.669200,B6_14,0.026
,,00233.699520,B6_44,0.027
,,00233.705200,A6_22,0.033
,,00233.736000,B6_43,0.02
,,00233.742240,B6_33,0.104
,,00233.818240,C4_21,0.016
,,00233.819200,C2_11,0.121
,,00233.819680,C4_11,0.022
,,00233.824320,C4_11,0.027
,,00233.826560,C4_11,0.04
,,00233.826720,C4_31,0.02
,,00233.827360,C4_21,0.023
,,00233.827680,B6_14,0.029
,,00233.829200,C4_31,0.021
,,00233.829920,C4_21,0.027
,,00233.831040,C4_11,0.029
,,00233.831840,C4_31,0.027
,,00233.833200,C4_14,0.012
,,00233.833920,C4_42,0.017
,,00233.834320,C4_21,0.027
,,00233.834480,C4_31,0.02
,,00233.835440,C4_11,0.014
,,00233.837120,C4_21,0.022
,,00233.839360,C4_11,0.017
,,00233.840000,C4_21,0.017
,,00233.841920,C4_11,0.021
,,00233.844400,C4_21,0.024
,,00233.847280,C4_21,0.079
,,00233.847680,C4_11,0.019
,,00233.850000,D4_14,0.022
,,00233.850080,C4_21,0.018
,,00233.851120,B6_43,0.02
,,00233.851200,C4_11,0.014
,,00233.853040,C4_21,0.012
,,00233.853520,C4_11,0.012
,,00233.854880,D4_14,0.012
,,00233.857120,C4_11,0.028
,,00233.857520,C4_21,0.013
,,00233.858400,B6_33,0.025
,,00233.859840,C4_11,0.021
,,00233.860400,C4_21,0.066
,,00233.863200,C4_21,0.023
,,00233.863760,C4_11,0.023
,,00233.867680,C4_11,0.013
,,00233.868480,C4_21,0.012
,,00233.870880,C4_21,0.044
,,00233.871680,B6_33,0.107
,,00233.873600,C4_21,0.021
,,00233.876240,C4_21,0.014
,,00233.878480,C4_11,0.029
,,00233.878720,C4_21,0.014
,,00233.881040,C4_11,0.024
,,00233.884160,C4_21,0.023
,,00233.886800,C4_21,0.014
,,00233.886880,C4_11,0.01
,,00233.887200,A6_22,0.031
,,00233.889360,C4_11,0.015
,,00233.889520,C4_21,0.036
,,00233.897520,D1_21,0.23
,,00233.898800,D1_31,0.052
,,00233.900960,D1_21,0.019
,,00233.902160,D1_22,0.018
,,00233.902240,D1_24,0.017
,,00233.904560,D1_21,0.013
,,00233.905840,D1_24,0.019
,,00233.906960,C4_11,0.027
,,00233.909360,C4_11,0.016
,,00233.912320,C4_11,0.013
,,00233.922560,B6_14,0.086
,,00233.925680,B6_14,0.013
,,00233.927040,C4_21,0.021
,,00233.931120,C4_31,0.013
,,00233.933440,C4_21,0.038
,,00233.937280,C4_21,0.025
,,00233.937840,C4_31,0.02
,,00233.942480,C4_21,0.019
,,00233.943520,C4_31,0.012
,,00233.944720,C4_21,0.025
,,00233.963760,B6_44,0.073
,,00233.970720,B6_44,0.021
,,00233.977920,C4_21,0.014
,,00233.978480,B6_43,0.018
,,00233.985040,B6_44,0.046
,,00233.988240,B6_44,0.019
,,00233.989920,C4_21,0.019
,,00233.992320,C4_21,0.02
,,00233.996080,C4_21,0.023
,,00233.996800,C4_31,0.028
,,00234.000240,C4_21,0.046
,,00234.000720,C4_31,0.018
,,00234.002880,C4_21,0.02
,,00234.009680,C4_21,0.055
,,00234.012240,C4_21,0.021
,,00234.014800,C4_21,0.014
,,00234.017920,B5_41,0.01
,,00234.026960,B6_14,0.028
,,00234.031840,B6_33,0.018
,,00234.039360,B6_14,0.025
,,00234.050400,B6_14,0.029
,,00234.053120,B6_14,0.059
,,00234.065520,A6_22,0.03
,,00234.081520,B5_14,0.022
,,00234.099760,B5_14,0.009
,,00234.198800,B6_33,0.037
,,00234.201680,B6_34,0.119
,,00234.203840,B6_33,0.027
,,00234.204160,B6_34,0.33
,,00234.210720,B6_34,0.354
,,00234.216160,B6_43,0.023
,,00234.226640,B6_33,0.015
,,00234.234000,D3_32,0.013
,,00234.322720,B6_14,0.363
,,00234.326480,B6_14,0.047
,,00234.329680,B6_14,0.031
,,00234.330240,C2_11,0.126
,,00234.334160,B6_43,0.022
,,00234.346880,B6_33,0.027
,,00234.435200,B6_44,0.022
,,00234.440000,B6_43,0.021
,,00234.450640,B6_33,0.029
,,00234.465840,B6_33,0.019
,,00234.468160,B6_14,0.035
,,00234.577280,B6_44,0.067
,,00234.579520,B6_44,0.016
,,00234.581760,B6_44,0.026
,,00234.609840,B6_14,0.366
,,00234.613520,B6_14,0.018
,,00234.616000,B6_14,0.036
,,00234.644720,B6_33,0.11
,,00234.705040,B6_14,0.029
,,00234.706000,A2_11,0.015
,,00234.731920,B6_33,0.03
,,00234.762080,B6_33,0.029
,,00234.809920,C2_11,0.13
,,00234.826880,B6_14,0.07
,,00234.830880,B6_14,0.015
,,00234.860720,B1_34,0.013
,,00234.922640,B1_33,0.073
,,00234.923760,B1_32,0.044
,,00234.924960,B1_33,0.116
,,00234.926320,B1_32,0.046
,,00234.927120,B1_34,0.023
,,00234.927520,B1_33,0.141
,,00234.928720,B1_32,0.06
,,00234.929760,B1_42,0.019
,,00234.929840,B1_33,0.134
,,00234.931040,B1_32,0.03
,,00234.932800,B1_33,0.026
,,00234.934400,B1_34,0.018
,,00234.934560,B6_33,0.017
,,00234.935360,B1_33,0.016
,,00234.937440,B1_14,0.012
,,00234.937440,B1_32,0.022
,,00234.937680,B1_33,0.03
,,00234.940160,B1_32,0.035
,,00234.942640,B1_32,0.015
,,00234.945440,B6_43,0.019
,,00234.950720,B6_33,0.125
,,00234.954800,B6_33,0.021
,,00234.957440,B6_33,0.02
,,00234.966240,A2_34,0.029
,,00234.981040,B6_14,0.358
,,00234.983360,B6_14,0.08
,,00234.985760,B6_14,0.021
,,00234.988480,B6_14,0.012
,,00235.006000,B1_33,0.02
,,00235.022400,D1_31,0.033
,,00235.022640,D1_21,0.018
,,00235.024720,D1_31,0.038
,,00235.025520,D1_21,0.206
,,00235.025600,D1_42,0.029
,,00235.026240,D1_41,0.007
,,00235.027200,D1_31,0.035
,,00235.028640,D1_42,0.019
,,00235.029280,D1_21,0.031
,,00235.030960,D1_42,0.028
,,00235.032480,D1_31,0.022
,,00235.034640,D1_21,0.013
,,00235.035200,D1_31,0.017
,,00235.037760,D1_21,0.021
,,00235.040880,D1_31,0.021
,,00235.041760,D1_21,0.017
,,00235.044240,D1_21,0.02
,,00235.044960,D1_31,0.014
,,00235.045200,D1_42,0.016
,,00235.046640,D1_21,0.013
,,00235.046800,B6_14,0.028
,,00235.048080,D1_31,0.021
,,00235.049120,D1_21,0.025
,,00235.051120,D1_31,0.023
,,00235.053680,D1_31,0.014
,,00235.055360,D1_42,0.015
,,00235.058160,D1_21,0.015
,,00235.059520,D1_41,0.009
,,00235.060960,D1_21,0.013
,,00235.060960,D1_42,0.013
,,00235.064240,D1_42,0.02
,,00235.064320,D1_22,0.012
,,00235.064320,D1_31,0.02
,,00235.064880,D1_33,0.022
,,00235.065520,B6_44,0.013
,,00235.065680,D1_21,0.014
,,00235.067600,D1_31,0.039
,,00235.071600,D1_21,0.007
,,00235.073600,D1_42,0.03
,,00235.075040,D1_21,0.029
,,00235.075200,D1_31,0.017
,,00235.079440,D1_31,0.026
,,00235.081760,D1_21,0.015
,,00235.087680,B6_43,0.021
,,00235.092640,D1_21,0.014
,,00235.092960,D1_42,0.013
,,00235.094720,B6_33,0.032
,,00235.098000,D1_21,0.014
,,00235.155280,B6_44,0.069
,,00235.159360,B6_44,0.025
,,00235.198560,B6_14,0.035
,,00235.225520,D3_21,0.028
,,00235.227760,D3_32,0.035
,,00235.228320,D3_21,0.035
,,00235.228480,D3_42,0.016
,,00235.228800,D3_23,0.015
,,00235.230080,D3_32,0.024
,,00235.230560,D3_21,0.019
,,00235.230720,D3_33,0.025
,,00235.230800,D3_34,0.019
,,00235.232240,D3_23,0.021
,,00235.232960,D3_21,0.021
,,00235.233360,D3_32,0.022
,,00235.234560,D3_23,0.015
,,00235.257200,B6_33,0.015
,,00235.269360,C2_11,0.129
,,00235.273680,B6_14,0.366
,,00235.276000,B6_14,0.091
,,00235.278560,B6_14,0.023
,,00235.375920,B6_43,0.023
,,00235.386000,B6_33,0.032
,,00235.388400,B6_33,0.032
,,00235.408400,B6_14,0.025
,,00235.502240,B6_43,0.021
,,00235.506000,B6_33,0.033
,,00235.519360,B6_44,0.042
,,00235.519600,B6_33,0.02
,,00235.536400,B6_14,0.354
,,00235.538320,A2_33,0.021
,,00235.538720,B6_14,0.078
,,00235.539520,A2_43,0.031
,,00235.539600,A2_44,0.055
,,00235.540000,A2_34,0.056
,,00235.540640,A2_33,0.052
,,00235.542480,A2_34,0.058
,,00235.542800,A2_43,0.014
,,00235.542800,A2_44,0.015
,,00235.543120,A2_32,0.021
,,00235.543280,A2_42,0.022
,,00235.543920,A2_21,0.025
,,00235.544320,A2_33,0.036
,,00235.544960,A2_14,0.029
,,00235.545600,A2_34,0.025
,,00235.545920,A2_42,0.013
,,00235.546160,A2_21,0.037
,,00235.546720,A2_33,0.034
,,00235.547200,A2_14,0.041
,,00235.547280,A2_32,0.026
,,00235.547840,A2_11,0.046
,,00235.548080,A2_34,0.018
,,00235.548960,A2_24,0.024
,,00235.549040,A2_13,0.053
,,00235.549440,A2_14,0.048
,,00235.549520,A2_21,0.024
,,00235.549920,A2_33,0.014
,,00235.550320,A2_11,0.012
,,00235.551280,A2_13,0.028
,,00235.551600,A2_34,0.015
,,00235.551760,A2_14,0.026
,,00235.552880,B6_44,0.024
,,00235.553840,A2_33,0.009
,,00235.553840,A2_34,0.017
,,00235.556560,A2_33,0.016
,,00235.564640,A2_34,0.02
,,00235.568000,A2_34,0.011
,,00235.570640,A5_14,0.023
,,00235.574000,A5_14,0.015
,,00235.586560,A5_14,0.012
,,00235.589440,A5_14,0.027
,,00235.589680,A5_13,0.014
,,00235.592800,A5_41,0.012
,,00235.595040,A5_41,0.011
,,00235.595120,A5_21,0.016
,,00235.598000,A5_41,0.007
,,00235.599120,A5_21,0.014
,,00235.600320,A5_41,0.015
,,00235.601520,A5_21,0.027
,,00235.605040,A5_41,0.016
,,00235.606080,A5_21,0.014
,,00235.606400,A5_13,0.027
,,00235.607760,A5_41,0.012
,,00235.608800,A5_13,0.021
,,00235.609600,A2_34,0.024
,,00235.611200,A5_13,0.029
,,00235.612080,A5_21,0.018
,,00235.613840,A5_13,0.032
,,00235.614800,A5_21,0.013
,,00235.616480,A5_13,0.016
,,00235.619200,A5_13,0.017
,,00235.655760,B6_43,0.02
,,00235.670240,B6_33,0.021
,,00235.684560,B6_44,0.07
,,00235.687200,B6_44,0.016
,,00235.689760,B6_44,0.018
,,00235.696960,C2_11,0.13
,,00235.713920,D1_33,0.013
,,00235.754400,B6_14,0.028
,,00235.829680,D4_14,0.025
,,00235.832640,D4_14,0.016
,,00235.852560,B6_14,0.354
,,00235.854800,B6_14,0.094
,,00235.857200,B6_14,0.037
,,00235.858640,B6_33,0.093
,,00235.861360,B6_34,0.269
,,00235.862240,B6_33,0.033
,,00235.863920,B6_34,0.072
,,00235.865920,B6_33,0.02
,,00235.866400,B6_34,0.048
,,00235.869200,B6_34,0.15
,,00235.870880,B6_43,0.024
,,00235.872800,B6_34,0.339
,,00235.875200,B6_34,0.01
,,00235.875760,B3_44,0.042
,,00235.893200,B3_43,0.02
,,00235.909040,B6_33,0.019
,,00235.918720,B3_24,0.024
,,00235.918800,B3_43,0.019
,,00235.920400,B3_23,0.014
,,00235.921680,B3_24,0.024
,,00235.922640,B3_14,0.027
,,00236.011360,B6_44,0.025
,,00236.024880,B6_43,0.023
,,00236.030240,B6_33,0.027
,,00236.058160,B6_14,0.09
,,00236.061200,B6_14,0.012
,,00236.071120,B6_14,0.038
,,00236.120080,B6_43,0.021
,,00236.152640,C2_11,0.122
,,00236.204320,B6_33,0.087
,,00236.207200,B6_34,0.141
,,00236.207920,B6_33,0.014
,,00236.208400,B6_43,0.02
,,00236.210160,B6_33,0.017
,,00236.210800,B6_34,0.062
,,00236.213520,B6_44,0.073
,,00236.217520,B6_44,0.022
,,00236.272640,B6_14,0.35
,,00236.274880,B6_14,0.097
,,00236.277600,B6_14,0.041
,,00236.280240,D3_32,0.019
,,00236.283920,D3_32,0.017
,,00236.297920,B6_14,0.031
,,00236.317360,B6_14,0.025
,,00236.322960,B4_43,0.015
,,00236.326000,B1_33,0.017
,,00236.326320,B6_14,0.025
,,00236.331520,D1_33,0.02
,,00236.332080,D1_21,0.337
,,00236.332080,D1_31,0.049
,,00236.332800,D1_22,0.011
,,00236.334400,D1_21,0.017
,,00236.334640,D1_31,0.039
,,00236.335680,B5_14,0.017
,,00236.336880,D1_21,0.319
,,00236.337040,D1_31,0.042
,,00236.339360,D1_21,0.018
,,00236.354320,D4_14,0.021
,,00236.416320,D6_44,0.015
,,00236.473360,B6_43,0.021
,,00236.476880,B6_33,0.029
,,00236.479760,B6_33,0.111
,,00236.479760,B6_44,0.096
,,00236.482720,B6_44,0.012
,,00236.484000,B6_33,0.02
,,00236.513200,C2_34,0.051
,,00236.522080,B6_14,0.031
,,00236.528640,C2_11,0.129
,,00236.564240,B6_14,0.035
,,00236.569360,B6_14,0.097
,,00236.571680,B6_14,0.009
,,00236.584640,B6_44,0.021
,,00236.602080,B6_43,0.021
,,00236.606800,C2_14,0.029
,,00236.607920,B6_33,0.032
,,00236.640240,D3_23,0.011
,,00236.640320,D3_21,0.038
,,00236.640640,D3_33,0.016
,,00236.642640,D3_21,0.057
,,00236.642960,D3_23,0.012
,,00236.643600,D3_32,0.013
,,00236.644400,D3_33,0.022
,,00236.652880,B6_14,0.032
,,00236.659280,D1_24,0.016
,,00236.665520,D3_32,0.018
,,00236.671520,D3_44,0.012
,,00236.677680,D3_44,0.011
,,00236.682240,D3_44,0.016
,,00236.688000,D3_32,0.02
,,00236.696560,D1_22,0.011
,,00236.696640,B6_43,0.016
,,00236.699520,D3_44,0.014
,,00236.704560,B6_33,0.032
,,00236.742240,B6_43,0.016
,,00236.747680,B6_44,0.096
,,00236.756560,B6_44,0.072
,,00236.760240,B6_44,0.023
,,00236.767840,B6_14,0.026
,,00236.776000,C1_11,0.02
,,00236.779040,C1_11,0.013
,,00236.781040,C1_12,0.016
,,00236.784560,C1_11,0.016
,,00236.787440,C1_11,0.012
,,00236.790720,C1_23,0.038
,,00236.793040,C1_23,0.054
,,00236.796240,C1_23,0.009
,,00236.797680,C1_33,0.023
,,00236.798880,B3_14,0.033
,,00236.801360,B3_14,0.012
,,00236.827040,C1_43,0.029
,,00236.830960,C1_43,0.018
,,00236.833840,C1_43,0.03
,,00236.838400,C1_43,0.036
,,00236.840880,C1_33,0.03
,,00236.841360,C1_43,0.082
,,00236.843440,C1_33,0.056
,,00236.843760,C1_43,0.082
,,00236.846080,C1_43,0.069
,,00236.846160,C1_33,0.015
,,00236.848320,C1_43,0.077
,,00236.849440,C1_33,0.024
,,00236.851200,C1_43,0.19
,,00236.853040,C1_33,0.13
,,00236.854000,C1_43,0.095
,,00236.855520,C1_33,0.14
,,00236.857920,C1_33,0.045
,,00236.858160,C1_43,0.06
,,00236.858400,C1_23,0.016
,,00236.860320,C1_33,0.035
,,00236.860880,C1_43,0.094
,,00236.862960,C1_33,0.098
,,00236.863440,C1_43,0.115
,,00236.865680,C1_33,0.129
,,00236.866400,C1_23,0.036
,,00236.866400,C1_43,0.062
,,00236.868640,C1_43,0.065
,,00236.869280,C1_33,0.02
,,00236.869680,C1_23,0.039
,,00236.871600,C1_33,0.027
,,00236.872240,C1_43,0.025
,,00236.872480,C1_23,0.012
,,00236.873840,C1_33,0.029
,,00236.874880,C1_43,0.032
,,00236.875760,C1_23,0.018
,,00236.876320,C1_33,0.039
,,00236.877520,C1_43,0.041
,,00236.879200,C1_23,0.128
,,00236.879280,C1_33,0.159
,,00236.880560,C1_43,0.03
,,00236.881440,C1_23,0.016
,,00236.881520,C1_33,0.101
,,00236.883200,C1_43,0.028
,,00236.883360,D4_14,0.022
,,00236.884480,C1_33,0.09
,,00236.884800,C1_34,0.012
,,00236.885440,C1_42,0.013
,,00236.885760,C1_43,0.028
,,00236.886240,D4_14,0.018
,,00236.887200,C1_23,0.03
,,00236.887200,C1_33,0.076
,,00236.887280,B6_14,0.369
,,00236.888560,C1_43,0.031
,,00236.889440,C1_42,0.01
,,00236.889680,C1_33,0.067
,,00236.891120,C1_23,0.078
,,00236.891200,B6_14,0.038
,,00236.891440,C1_43,0.019
,,00236.892240,C1_34,0.016
,,00236.892720,C1_33,0.072
,,00236.893120,B6_33,0.188
,,00236.894320,C1_23,0.051
,,00236.894560,C1_43,0.012
,,00236.895600,B6_33,0.01
,,00236.896160,C1_33,0.032
,,00236.896800,C1_43,0.011
,,00236.898080,B6_33,0.111
,,00236.899840,C1_23,0.048
,,00236.899840,D1_33,0.014
,,00236.900480,B6_34,0.144
,,00236.903120,B6_33,0.014
,,00236.903120,B6_34,0.122
,,00236.906240,B6_34,0.237
,,00236.908960,B6_34,0.063
,,00236.929680,B6_14,0.024
,,00236.982240,C2_11,0.126
,,00237.022720,B6_43,0.019
,,00237.031440,B6_33,0.121
,,00237.125760,B6_14,0.034
,,00237.151760,B6_43,0.02
,,00237.160400,B6_44,0.028
,,00237.163680,B6_33,0.03
,,00237.209840,B1_33,0.02
,,00237.223120,B6_14,0.031
,,00237.226160,B6_14,0.027
,,00237.242400,B6_14,0.03
,,00237.243040,B6_33,0.027
,,00237.261680,B6_14,0.032
,,00237.273600,B6_14,0.022
,,00237.282720,B6_33,0.031
,,00237.327440,D1_21,0.017
,,00237.357040,A2_11,0.012
,,00237.359520,B6_43,0.02
,,00237.361680,B6_14,0.366
,,00237.364000,B6_14,0.078
,,00237.365200,B6_44,0.071
,,00237.367840,B6_44,0.016
,,00237.371200,B6_14,0.037
,,00237.375120,B6_33,0.014
,,00237.394080,B6_14,0.018
,,00237.403200,D4_14,0.022
,,00237.418000,C2_11,0.129
,,00237.436240,D1_31,0.055
,,00237.436720,D1_42,0.015
,,00237.436880,D1_21,0.351
,,00237.438640,D1_31,0.034
,,00237.439120,D1_21,0.04
,,00237.439520,D1_42,0.029
,,00237.441680,D1_21,0.046
,,00237.441760,D1_31,0.056
,,00237.442160,D1_42,0.03
,,00237.444000,D1_31,0.028
,,00237.444320,D1_21,0.035
,,00237.445360,D1_42,0.01
,,00237.447840,D1_21,0.023
,,00237.447840,D1_31,0.018
,,00237.450160,D1_21,0.022
,,00237.450160,D1_31,0.018
,,00237.452080,D1_42,0.014
,,00237.452720,D1_21,0.017
,,00237.454560,D1_42,0.027
,,00237.454960,D1_31,0.023
,,00237.456240,D1_21,0.02
,,00237.457520,D1_42,0.014
,,00237.460240,D1_42,0.021
,,00237.461120,D1_31,0.018
,,00237.462320,D1_21,0.018
,,00237.462800,D1_42,0.015
,,00237.463440,D1_31,0.019
,,00237.464320,D1_33,0.021
,,00237.466640,D1_33,0.012
,,00237.468880,D1_21,0.02
,,00237.468880,D1_31,0.019
,,00237.471680,D1_31,0.021
,,00237.471760,D1_21,0.025
,,00237.473440,D1_42,0.017
,,00237.475760,D1_21,0.018
,,00237.476320,D1_31,0.022
,,00237.479120,D1_31,0.028
,,00237.481280,D1_42,0.018
,,00237.481520,D1_31,0.014
,,00237.481920,D1_21,0.024
,,00237.485120,D1_21,0.012
,,00237.485520,D1_42,0.018
,,00237.485840,D1_31,0.019
,,00237.488480,D1_21,0.021
,,00237.492800,D1_42,0.014
,,00237.493680,D1_31,0.018
,,00237.494960,D1_21,0.022
,,00237.495360,D1_22,0.013
,,00237.496400,D1_42,0.015
,,00237.497280,D1_21,0.019
,,00237.498080,D1_31,0.015
,,00237.504640,D1_42,0.02
,,00237.506480,D1_31,0.025
,,00237.510800,D1_42,0.014
,,00237.514640,D1_42,0.014
,,00237.514720,D1_21,0.014
,,00237.515440,D1_31,0.021
,,00237.517680,D1_31,0.021
,,00237.523360,D1_42,0.016
,,00237.524160,D1_31,0.018
,,00237.525600,D1_21,0.015
,,00237.530960,D1_31,0.021
,,00237.532320,D1_21,0.355
,,00237.534240,D1_42,0.017
,,00237.535040,D1_21,0.023
,,00237.538880,D1_21,0.031
,,00237.539200,D1_31,0.02
,,00237.542800,D1_42,0.02
,,00237.543360,D1_31,0.029
,,00237.544000,D1_21,0.214
,,00237.547280,D1_21,0.02
,,00237.547680,D1_42,0.024
,,00237.550960,D1_21,0.015
,,00237.551520,D1_31,0.017
,,00237.559040,D1_21,0.019
,,00237.559040,D1_31,0.03
,,00237.560480,D1_42,0.014
,,00237.561360,D1_31,0.013
,,00237.561760,B6_33,0.108
,,00237.564320,B6_33,0.023
,,00237.566800,B6_34,0.098
,,00237.566960,B6_33,0.092
,,00237.567280,D1_42,0.014
,,00237.570160,D1_31,0.023
,,00237.570320,B6_33,0.035
,,00237.570640,B6_34,0.207
,,00237.573200,B6_34,0.015
,,00237.577200,B6_34,0.041
,,00237.579920,D1_42,0.014
,,00237.580000,D1_21,0.024
,,00237.583440,B6_33,0.03
,,00237.585520,B6_43,0.02
,,00237.587040,B6_34,0.151
,,00237.589760,D1_31,0.016
,,00237.590160,B6_23,0.048
,,00237.590320,D1_42,0.015
,,00237.591040,B6_34,0.015
,,00237.591120,D1_21,0.014
,,00237.593040,D1_31,0.018
,,00237.595680,B6_14,0.361
,,00237.596560,B6_33,0.029
,,00237.598080,B6_14,0.084
,,00237.600480,B6_14,0.036
,,00237.602160,D1_22,0.014
,,00237.677680,B6_14,0.027
,,00237.702400,B6_43,0.019
,,00237.705120,D3_21,0.014
,,00237.707680,D3_21,0.014
,,00237.707680,D3_32,0.013
,,00237.736400,B6_44,0.01
,,00237.744720,B6_44,0.021
,,00237.765520,B1_33,0.02
,,00237.791760,B6_14,0.029
,,00237.810560,D1_31,0.032
,,00237.812800,D1_31,0.032
,,00237.814880,D1_42,0.026
,,00237.815200,D1_21,0.34
,,00237.815360,D1_31,0.041
,,00237.817520,D1_21,0.037
,,00237.817520,D1_42,0.04
,,00237.817760,D1_31,0.04
,,00237.819920,D1_21,0.018
,,00237.820080,D1_42,0.025
,,00237.822160,D1_21,0.025
,,00237.822160,D1_31,0.028
,,00237.822960,D1_42,0.031
,,00237.823440,D1_22,0.016
,,00237.826640,C2_11,0.127
,,00237.828800,D1_31,0.019
,,00237.830160,D1_21,0.019
,,00237.833360,D1_31,0.038
,,00237.834960,D1_42,0.013
,,00237.844800,D1_31,0.018
,,00237.845200,D1_42,0.014
,,00237.890640,B6_14,0.026
,,00237.919680,B6_43,0.019
,,00237.926480,B6_33,0.033
,,00237.938640,B6_33,0.029
,,00237.965040,B6_14,0.068
,,00238.052880,B6_33,0.037
,,00238.055840,B6_34,0.041
,,00238.058320,B6_34,0.042
,,00238.058560,B6_33,0.019
,,00238.062480,B6_34,0.044
,,00238.075840,B6_33,0.03
,,00238.078800,B6_34,0.111
,,00238.082560,B6_34,0.012
,,00238.084000,B6_14,0.03
,,00238.111520,B6_44,0.026
,,00238.136880,B6_43,0.02
,,00238.148240,B6_33,0.029
,,00238.188400,B1_13,0.01
,,00238.188800,B1_33,0.022
